Tufnell Park,51.5564408,-0.137742175,Northern
Tulse Hill,51.43979743,-0.105122509,Southern
Turkey Street,51.67265366,-0.047229931,Overground
Turnham Green,51.49518194,-0.254524568,District
Turnpike Lane,51.59035813,-0.102805041,Piccadilly
Twickenham,51.45025095,-0.328860226,South Western
Twyford,51.47553394,-0.863307037,Elizabeth
Upminster,51.55876336,0.251400801,C2C
Upminster Bridge,51.5577188,0.234541889,District
Upney,51.53840565,0.101531744,District
Upper Holloway,51.5636233,-0.129109364,Overground
Upper Warlingham,51.30877225,-0.077481662,Southern
Upton Park,51.5366282,0.03454184,District
Uxbridge,51.54645451,-0.47710156,Metropolitan
Vauxhall,51.4857358,-0.123829953,South Western
Victoria,51.49642395,-0.143920706,Circle
Waddon,51.36737926,-0.117394077,Southern
Waddon Marsh,51.37708295,-0.117987465,Tramlink
Wallington,51.36033154,-0.150863835,Southern
Waltham Cross,51.68525726,-0.026564257,Greater Anglia
Walthamstow Central,51.58301811,-0.019940545,Overground
Walthamstow Queens Road,51.58154619,-0.023843943,Overground
Wandle Park,51.37340072,-0.113253321,Tramlink
Wandsworth Common,51.4463656,-0.163536981,Southern
Wandsworth Road,51.4702232,-0.139037676,Overground
Wandsworth Town,51.46103408,-0.187910038,South Western
Wanstead,51.57490215,0.028760472,Central
Wanstead Park,51.55177808,0.026389943,Overground
Wapping,51.50434032,-0.055860815,Overground
Warren Street,51.52457999,-0.138278332,Northern
Warwick Avenue,51.52310444,-0.182953293,Bakerloo
Waterloo,51.50314664,-0.113259252,Bakerloo
Waterloo East,51.50416861,-0.109153638,Southeastern
Watford,51.6576051,-0.417270007,Metropolitan
Watford High Street,51.6526537,-0.391696729,Overground
Watford Junction,51.66388301,-0.396171957,London Midland
Wellesley Road,51.37536754,-0.097524909,Tramlink
Welling,51.46477709,0.101775038,Southeastern
Wembley Central,51.55186478,-0.296392327,Bakerloo
Wembley Park,51.56332246,-0.279242553,Jubilee
Wembley Stadium,51.55465457,-0.286046447,Chiltern Railways
West Acton,51.51777015,-0.280657175,Central
West Brompton,51.48732891,-0.195538812,District
West Croydon,51.37855217,-0.102034293,Overground
West Drayton,51.51007122,-0.472176097,Elizabeth
West Dulwich,51.44091182,-0.090672676,Southeastern
West Ealing,51.51362521,-0.319782955,Elizabeth
West Finchley,51.60926273,-0.18891711,Northern
West Ham,51.52852552,0.005317394,C2C
West Hampstead,51.54747433,-0.191126586,Jubilee
West Hampstead Thameslink,51.54862912,-0.19253752,Thameslink
West Harrow,51.57892424,-0.353846697,Metropolitan
West India Quay,51.50676266,-0.020582447,DLR
West Kensington,51.49010936,-0.206203695,District
West Norwood,51.43124112,-0.103189135,Southern
West Ruislip,51.56958787,-0.437860146,Central
West Silvertown,51.50288443,0.022246047,DLR
West Sutton,51.36615014,-0.204644548,Southern
West Wickham,51.3812842,-0.01457633,Southeastern
Westbourne Park,51.52098884,-0.200882515,Circle
Westcombe Park,51.4845089,0.0177457,Southeastern
Westferry,51.50963815,-0.026323137,DLR
Westminster,51.50140159,-0.125002079,Circle
White City,51.51223244,-0.224631931,Central
White Hart Lane,51.60503477,-0.070870327,Overground
Whitechapel,51.51958779,-0.059420485,District
Whitton,51.44958819,-0.357682061,South Western
Whyteleafe,51.30992932,-0.081135165,Southern
Whyteleafe South,51.3034898,-0.076712515,Southern
Willesden Green,51.54937329,-0.222407604,Jubilee
Willesden Junction,51.53223396,-0.243909143,Bakerloo
Wimbledon,51.42110784,-0.206662836,District
Wimbledon Chase,51.40953093,-0.21408977,Southern
Wimbledon Park,51.43458095,-0.199186275,District
Winchmore Hill,51.63388686,-0.100916933,Great Northern
Wood Green,51.59745373,-0.109526589,Piccadilly
Wood Lane,51.50965819,-0.224472609,Circle
Wood Street,51.58666994,-0.001953898,Overground
Woodford,51.60720184,0.034056202,Central
Woodgrange Park,51.54905254,0.044572496,Overground
Woodmansterne,51.31901858,-0.154262129,Southern
Woodside,51.38709768,-0.065347178,Tramlink
Woodside Park,51.6178684,-0.185425505,Northern
Woolwich,51.49157837,0.071819378,Elizabeth
Woolwich Arsenal,51.48990712,0.069193906,DLR
Woolwich Dockyard,51.49110779,0.054612348,Southeastern
Worcester Park,51.38110449,-0.245575292,South Western
